name,rank,correct_name
Nocardiopsis albus,species,Nocardiopsis alba
Nocardiopsis antarctica,species,Nocardiopsis dassonvillei
Nocardiopsis antarcticus,species,Nocardiopsis dassonvillei
Nocardiopsis arabia,species,Streptomonospora arabica
Nocardiopsis arabica,species,Streptomonospora arabica
Nocardiopsis arvandica,species,Nocardiopsis sinuspersici
Nocardiopsis baichengensis,species,Nocardiopsis halophila
Nocardiopsis coeruleofusca,species,Saccharothrix coeruleofusca
Nocardiopsis compostus,species,Nocardiopsis composta
Nocardiopsis flava,species,Lentzea flava
Nocardiopsis litoralis,species,Nocardiopsis kunsanensis
Nocardiopsis longispora,species,Saccharothrix longispora
Nocardiopsis mangrovei,species,Nocardiopsis mangrovi
Nocardiopsis mutabilis,species,Saccharothrix mutabilis
Nocardiopsis syringae,species,Saccharothrix syringae
Nonlabens marina,species,Nonlabens marinus
Nonlabens sediminis,species,Nonlabens tegetincola
Nonomuraea dietzii,species,Nonomuraea dietziae
Nonomuraea flexuosa,species,Thermopolyspora flexuosa
Nonomuraea nitratireducens,species,Nonomuraea phyllanthi
Nonomuria africana,species,Nonomuraea africana
Nonomuria angiospora,species,Nonomuraea angiospora
Nonomuria fastidiosa,species,Nonomuraea fastidiosa
Nonomuria ferruginea,species,Nonomuraea ferruginea
Nonomuria flexuosa,species,Thermopolyspora flexuosa
Nonomuria helvata,species,Nonomuraea helvata
Nonomuria polychroma,species,Nonomuraea polychroma
Nonomuria pusilla,species,Nonomuraea pusilla
Nonomuria recticatena,species,Nonomuraea recticatena
Nonomuria roseola,species,Nonomuraea roseola
Nonomuria roseoviolacea,species,Nonomuraea roseoviolacea
Nonomuria rubra,species,Nonomuraea rubra
Nonomuria salmonea,species,Nonomuraea salmonea
Nonomuria spiralis,species,Nonomuraea spiralis
Nonomuria turkmeniaca,species,Nonomuraea turkmeniaca
Nonomuria,genus,Nonomuraea
Novacetimonas cocois,species,Komagataeibacter cocois
Novacetimonas hansenii,species,Komagataeibacter hansenii
Novacetimonas maltaceti,species,Komagataeibacter maltaceti
Novacetimonas pomaceti,species,Komagataeibacter pomaceti
Novacetimonas,genus,Komagataeibacter
Noviherbaspirillum massiliense,species,Noviherbaspirillum massiliense
Noviluteimonas caseinilytica,species,Lysobacter caseinilyticus
Noviluteimonas dokdonensis,species,Lysobacter dokdonensis
Noviluteimonas gilva,species,Lysobacter gilvus
Noviluteimonas lactosilytica,species,Lysobacter lactosilyticus
Noviluteimonas,genus,Lysobacter
Novilysobacter antarcticus,species,Lysobacter antarcticus
Novilysobacter arseniciresistens,species,Lysobacter arseniciresistens
Novilysobacter avium,species,Lysobacter avium
Novilysobacter ciconiae,species,Lysobacter ciconiae
Novilysobacter concretionis,species,Lysobacter concretionis
Novilysobacter defluvii,species,Lysobacter defluvii
Novilysobacter erysipheiresistens,species,Lysobacter erysipheiresistens
Novilysobacter luteus,species,Lysobacter luteus
Novilysobacter selenitireducens,species,Lysobacter selenitireducens
Novilysobacter spongiicola,species,Lysobacter spongiicola
Novilysobacter,genus,Lysobacter
Novistakelama desiccabilis,species,Sphingomonas desiccabilis
Novistakelama hankookensis,species,Sphingomonas hankookensis
Novistakelama panni,species,Sphingomonas panni
Novistakelama,genus,Sphingomonas
Novosphingobium aromaticivorum,species,Novosphingobium aromaticivorans
Novosphingobium beihaiensis,species,Novosphingobium beihaiense
Novosphingobium mangrovi,species,Novosphingobium mangrovisedimenti
Novosphingobium roseae,species,Novosphingobium rosa
Novosphingobium stygiae,species,Novosphingobium aromaticivorans
Novosphingobium stygium,species,Novosphingobium aromaticivorans
Novosphingobium subarcticum,species,Novosphingobium resinovorum
Novosphingobium subterraneae,species,Novosphingobium subterraneum
Novosphingobium suterraneae,species,Novosphingobium subterraneum
Novosphingobium tardaugens,species,Caenibius tardaugens
Nubsella zeaxanthinifaciens,species,Pedobacter zeaxanthinifaciens
Nubsella,genus,Pedobacter
Oblitimonas alkaliphila,species,Thiopseudomonas alkaliphila
Oblitimonas,genus,Thiopseudomonas
Occallatibacter gabretensis,species,Terracidiphilus gabretensis
Oceanibulbus indolifex,species,Sulfitobacter indolifex
Oceanibulbus,genus,Sulfitobacter
Oceanicola antarcticus,species,Pseudooceanicola antarcticus
Oceanicola batsensis,species,Pseudooceanicola batsensis
Oceanicola flagellatus,species,Pseudooceanicola flagellatus
Oceanicola litoreus,species,Vannielia litorea
Oceanicola marinus,species,Pseudooceanicola marinus
Oceanicola nanhaiensis,species,Pseudooceanicola nanhaiensis
Oceanicola nitratireducens,species,Pseudooceanicola nitratireducens
Oceanicola pacificus,species,Lutimaribacter pacificus
Oceaniferula flavus,species,Oceaniferula flava
Oceanitalea nanhaiensis,species,Georgenia satyanarayanai
Oceanitalea,genus,Georgenia
Oceanobacillus soja,species,Oceanobacillus sojae
Oceanomonas baumannii,species,Oceanimonas baumannii
Oceanomonas doudoroffii,species,Oceanimonas doudoroffii
Oceanomonas,genus,Oceanimonas
Oceanospirillum commune,species,Marinomonas communis
Oceanospirillum hiroshimense,species,Oceanospirillum maris
Oceanospirillum jannaschii,species,Marinobacterium jannaschii
Oceanospirillum japonicum,species,Allopseudospirillum japonicum
Oceanospirillum kriegii,species,Oceanobacter kriegii
Oceanospirillum minutulum,species,Marinospirillum minutulum
Oceanospirillum pelagicum,species,Oceanospirillum beijerinckii
Oceanospirillum pusillum,species,Terasakiella pusilla
Ochrobactrum anthropi,species,Brucella anthropi
Ochrobactrum ciceri,species,Brucella ciceri
Ochrobactrum cytisi,species,Brucella cytisi
Ochrobactrum daejeonense,species,Brucella daejeonensis
Ochrobactrum endophyticum,species,Brucella endophytica
Ochrobactrum gallinifaecis,species,Brucella gallinifaecis
Ochrobactrum grignonense,species,Brucella grignonensis
Ochrobactrum haematophilum,species,Brucella haematophila
Ochrobactrum intermedium,species,Brucella intermedia
Ochrobactrum lupini,species,Brucella lupini
Ochrobactrum oryzae,species,Brucella oryzae
Ochrobactrum pecoris,species,Brucella pecoris
Ochrobactrum pituitosum,species,Brucella pituitosa
Ochrobactrum pseudintermedium,species,Brucella pseudintermedia
Ochrobactrum pseudogrignonense,species,Brucella pseudogrignonensis
Ochrobactrum rhizosphaerae,species,Brucella rhizosphaerae
Ochrobactrum thiophenivorans,species,Brucella thiophenivorans
Ochrobactrum tritici,species,Brucella tritici
Ochrobactrum,genus,Brucella
Octadecabacter jejudonensis,species,Pseudooctadecabacter jejudonensis
Oerskovia xanthineolytica,species,Cellulosimicrobium cellulans
Oleibacter marinus,species,Thalassolituus maritimus
Oleibacter,genus,Thalassolituus
Oligotropha carboxidovorans,species,Afipia carboxidovorans
Oligotropha,genus,Afipia
Olsenella faecalis,species,Paratractidigestivibacter faecalis
Olsenella gallinarum,species,Thermophilibacter gallinarum
Olsenella scatoligenes,species,Tractidigestivibacter scatoligenes
Onishia niordana,species,Halomonas niordana
Onishia taeanensis,species,Halomonas taeanensis
Onishia,genus,Halomonas
Oribaculum catoniae,species,Porphyromonas catoniae
Oribaculum,genus,Porphyromonas
Ornithinicoccus soli,species,Segeticoccus rhizosphaerae
Oryzomonas japonicum,species,Oryzomonas japonica
Oryzomonas ruber,species,Oryzomonas rubra
Oscillospira guilliermondi,species,Oscillospira guilliermondii
Pacificamonas flava,species,Pacificimonas flava
Pacificamonas,genus,Pacificimonas
Pacificimonas aurantium,species,Pacificimonas aurantia
Pacificimonas pallium,species,Pacificimonas pallii
Paenacidovorax caeni,species,Acidovorax caeni
Paenacidovorax monticola,species,Acidovorax monticola
Paenacidovorax,genus,Acidovorax
Paenibacillus anseongense,species,Paenibacillus anseongensis
Paenibacillus dauci,species,Paenibacillus shenyangensis
Paenibacillus durum,species,Paenibacillus durus
Paenibacillus ginsengisoli,species,Paenibacillus anaericanus
Paenibacillus gordonae,species,Paenibacillus validus
Paenibacillus jamilae,species,Paenibacillus polymyxa
Paenibacillus panacisoli,species,Paenibacillus massiliensis subsp. panacisoli
Paenibacillus pinesoli,species,Paenibacillus pinisoli
Paenibacillus pulvifaciens,species,Paenibacillus larvae
Paenibacillus riograndensis,species,Paenibacillus sonchi
Paenibacillus roseopurpureus,species,Paenibacillus roseipurpureus
Paenibacillus thermophilus,species,Paenibacillus macerans
Paenibacillus tyrfis,species,Paenibacillus tyrphae
Paenihalocynthiibacter styelae,species,Halocynthiibacter styelae
Paenihalocynthiibacter,genus,Halocynthiibacter
Paenilisteria newyorkensis,species,Listeria newyorkensis
Paenilisteria portnoyi,species,Listeria portnoyi
Paenilisteria riparia,species,Listeria riparia
Paenilisteria rocourtiae,species,Listeria rocourtiae
Paenilisteria rustica,species,Listeria rustica
Paenilisteria weihenstephanensis,species,Listeria weihenstephanensis
Paenilisteria,genus,Listeria
Paenimaribius caenipelagi,species,Palleronia caenipelagi
Paenimaribius,genus,Palleronia
Paenimyroides anatoliense,species,Myroides anatoliensis
Paenimyroides anatoliensis,species,Myroides anatoliensis
Paenimyroides aquimaris,species,Myroides aquimaris
Paenimyroides baculatum,species,Flavobacterium baculatum
Paenimyroides ceti,species,Myroides ceti
Paenimyroides cloacae,species,Myroides cloacae
Paenimyroides marinum,species,Myroides aquimaris
Paenimyroides naphthae,species,Flavobacterium naphthae
Paenimyroides tangerinum,species,Flavobacterium tangerinum
Paenimyroides ummariense,species,Flavobacterium ummariense
Paenimyroides viscosum,species,Flavobacterium viscosum
Paenirhizobium daejeonense,species,Rhizobium daejeonense
Paenirhizobium naphthalenivorans,species,Rhizobium naphthalenivorans
Paenirhizobium selenitireducens,species,Rhizobium selenitireducens
Paenirhizobium,genus,Rhizobium
Paenirhodobacter enshiensis,species,Rhodobacter enshiensis
Paenirhodobacter ferrireducens,species,Rhodobacter ferrireducens
Paenirhodobacter hankyongi,species,Rhodobacter hankyongi
Paenirhodobacter huangdaonensis,species,Rhodobacter huangdaonensis
Paenirhodobacter populi,species,Rhodobacter populi
Paenirhodobacter,genus,Rhodobacter
Pallidibacillus pasinlerensis,species,Caldibacillus pasinlerensis
Pallidibacillus thermolactis,species,Caldibacillus thermolactis
Pallidibacillus,genus,Caldibacillus
Paludicola psychrotolerans,species,Paludihabitans psychrotolerans
Paludicola,genus,Paludihabitans
Pannonibacter indica,species,Pannonibacter indicus
Pantoea ananas,species,Pantoea ananatis
Pantoea calida,species,Mixta calida
Pantoea citrea,species,Tatumella citrea
Pantoea gaviniae,species,Mixta gaviniae
Pantoea intestinalis,species,Mixta intestinalis
Pantoea punctata,species,Tatumella punctata
Pantoea terrea,species,Tatumella terrea
Pantoea theicola,species,Mixta theicola
Paraburkholderia andropogonis,species,Robbsia andropogonis
Paraburkholderia caryophylli,species,Trinickia caryophylli
Paraburkholderia eburne,species,Paraburkholderia eburnea
Paraburkholderia endofungorum,species,Mycetohabitans endofungorum
Paraburkholderia glathei,species,Caballeronia glathei
Paraburkholderia grimmiae,species,Caballeronia grimmiae
Paraburkholderia humi,species,Caballeronia humi
Paraburkholderia insulsa,species,Paraburkholderia fungorum
Paraburkholderia panaciterrae,species,Paraburkholderia ginsengiterrae
Paraburkholderia phenazinium,species,Paraburkholderia phenazinia
Paraburkholderia rhizoxinica,species,Mycetohabitans rhizoxinica
Paraburkholderia soli,species,Trinickia soli
Paraburkholderia sordidicola,species,Caballeronia sordidicola
Paraburkholderia symbiotica,species,Trinickia symbiotica
Paraburkholderia zhejiangensis,species,Caballeronia zhejiangensis
Paracerasibacillus soli,species,Virgibacillus soli
Paracerasibacillus,genus,Virgibacillus
Paracholeplasma morum,species,Acholeplasma morum
Paracholeplasma vituli,species,Acholeplasma vituli
Paracholeplasma,genus,Acholeplasma
Paracidovorax anthurii,species,Acidovorax anthurii
Paracidovorax avenae,species,Acidovorax avenae
Paracidovorax cattleyae,species,Acidovorax cattleyae
Paracidovorax citrulli,species,Acidovorax citrulli
Paracidovorax konjaci,species,Acidovorax konjaci
Paracidovorax oryzae,species,Acidovorax oryzae
Paracidovorax valerianellae,species,Acidovorax valerianellae
Paracidovorax wautersii,species,Acidovorax wautersii
Paracidovorax,genus,Acidovorax
Paraclostridium ghonii,species,Paeniclostridium ghonii
Paraclostridium sordellii,species,Paeniclostridium sordellii
Paraclostridium tenue,species,Eubacterium tenue
Paracoccus halodenitrificans,species,Halomonas halodenitrificans
Paracoccus methylarcula,species,Methylarcula marina
Paracoccus sigandri,species,Paracoccus sigani
Paracoccus siganidrum,species,Paracoccus sigani
Paracoccus yeeii,species,Paracoccus yeei
Paractinoplanes abujensis,species,Actinoplanes abujensis
Paractinoplanes aksuensis,species,Actinoplanes aksuensis
Paractinoplanes atraurantiacus,species,Actinoplanes atraurantiacus
Paractinoplanes bogorensis,species,Actinoplanes bogorensis
Paractinoplanes brasiliensis,species,Actinoplanes brasiliensis
Paractinoplanes cibodasensis,species,Actinoplanes cibodasensis
Paractinoplanes deccanensis,species,Actinoplanes deccanensis
Paractinoplanes deserti,species,Actinoplanes deserti
Paractinoplanes durhamensis,species,Actinoplanes durhamensis
Paractinoplanes ferrugineus,species,Actinoplanes ferrugineus
Paractinoplanes globisporus,species,Actinoplanes globisporus
Paractinoplanes hotanensis,species,Actinoplanes hotanensis
Paractinoplanes lichenicola,species,Actinoplanes lichenicola
Paractinoplanes maris,species,Actinoplanes maris
Paractinoplanes ovalisporus,species,Actinoplanes ovalisporus
Paractinoplanes polyasparticus,species,Actinoplanes polyasparticus
Paractinoplanes pyxinae,species,Actinoplanes pyxinae
Paractinoplanes ramoplaninifer,species,Actinoplanes ramoplaninifer
Paractinoplanes rhizophilus,species,Actinoplanes rhizophilus
Paractinoplanes rishiriensis,species,Actinoplanes rishiriensis
Paractinoplanes sediminis,species,Actinoplanes sediminis
Paractinoplanes tereljensis,species,Actinoplanes tereljensis
Paractinoplanes toevensis,species,Actinoplanes toevensis
Paractinoplanes tropicalis,species,Actinoplanes tropicalis
Paractinoplanes,genus,Actinoplanes
Paradesertivirga mongoliensis,species,Pedobacter mongoliensis
Paradesertivirga,genus,Pedobacter
Paradesulfovibrio bizertensis,species,Desulfobaculum bizertense
Paradesulfovibrio,genus,Desulfobaculum
Paradonghicola geojensis,species,Marivivens geojensis
Paradonghicola,genus,Marivivens
Parafannyhessea umbonata,species,Olsenella umbonata
Parafannyhessea,genus,Olsenella
Paraflavitalea speifideiaquila,species,Paraflavitalea speifideaquila
Parafrankia colletiae,species,Frankia colletiae
Parafrankia discariae,species,Frankia discariae
Parafrankia elaeagni,species,Frankia elaeagni
Parafrankia irregularis,species,Frankia irregularis
Parafrankia soli,species,Frankia soli
Parafrankia,genus,Frankia
Paragemmobacter amnigenus,species,Rhodobacter amnigenus
Paragemmobacter aquarius,species,Gemmobacter aquarius
Paragemmobacter kunshanensis,species,Rhodobacter kunshanensis
Paragemmobacter ruber,species,Rhodobacter ruber
Paragemmobacter straminiformis,species,Gemmobacter straminiformis
Paragemmobacter,genus,Gemmobacter
Paraglaciecola agarilytica,species,Paraglaciecola chathamensis
Paraglaciecola oceanifecundans,species,Paraglaciecola chathamensis
Paraglycomyces xinjiangensis,species,Salininema proteolyticum
Paraglycomyces,genus,Salininema
Paralactobacillus selangorensis,species,Paralactobacillus selangorensis
Paramagnetospirillum caucaseum,species,Magnetospirillum caucaseum
Paramagnetospirillum kuznetsovii,species,Magnetospirillum kuznetsovii
Paramagnetospirillum magnetotacticum,species,Magnetospirillum magnetotacticum
Paramagnetospirillum marisnigri,species,Magnetospirillum marisnigri
Paramagnetospirillum,genus,Magnetospirillum
Paramicrobacterium agarici,species,Microbacterium agarici
Paramicrobacterium chengjingii,species,Microbacterium chengjingii
Paramicrobacterium fandaimingii,species,Microbacterium fandaimingii
Paramicrobacterium humi,species,Microbacterium humi
Paramicrobacterium,genus,Microbacterium
Paramylibacter kogurei,species,Amylibacter kogurei
Paramylibacter ulvae,species,Amylibacter ulvae
Paramylibacter,genus,Amylibacter
Paranovosphingobium aquiterrae,species,Novosphingobium aquiterrae
Paranovosphingobium arvoryzae,species,Novosphingobium arvoryzae
Paranovosphingobium kunmingense,species,Novosphingobium kunmingense
Paranovosphingobium,genus,Novosphingobium
Paraoceanicella profunda,species,Paroceanicella profunda
Paraoceanicella,genus,Paroceanicella
Paraphaeobacter pallidus,species,Salipiger pallidus
